,의료기관명,의료기관종별,의료기관주소(도로명),lat_lng,lat,lng
173,애플의원,의원,"울산광역시 남구 삼산로 17, 4층 (신정동, 애플타워)","{'lat': 35.5333016, 'lng': 129.3096911}",35.5333016,129.3096911
174,배양규비뇨의학과의원,의원,"울산광역시 남구 삼산로 171, 2,3층 (달동)","{'lat': 35.5363506, 'lng': 129.3164702}",35.5363506,129.3164702
175,다린흉부외과의원,의원,"울산광역시 남구 삼산로 171, 4층 (달동)","{'lat': 35.5373972, 'lng': 129.3259297}",35.5373972,129.3259297
176,푸른정형외과의원,의원,"울산광역시 남구 삼산로 171, 5,6층 (달동)","{'lat': 35.5363506, 'lng': 129.3164702}",35.5363506,129.3164702
177,윤마취통증의학과의원,의원,"울산광역시 남구 삼산로 179, 2~3층 (달동, 영빌딩)","{'lat': 35.5363506, 'lng': 129.3164702}",35.5363506,129.3164702
178,마인드닥터의원,의원,"울산광역시 남구 삼산로 18, 3층 (신정동)","{'lat': 35.5325771, 'lng': 129.3099241}",35.5325771,129.3099241
179,울산성모안과의원,의원,"울산광역시 남구 삼산로 201, 2층 (달동)","{'lat': 35.5366557, 'lng': 129.323442}",35.5366557,129.323442
180,한길내과의원,의원,"울산광역시 남구 삼산로 209, 2,3층 (달동)","{'lat': 35.5363506, 'lng': 129.3164702}",35.5363506,129.3164702
181,강상현내과의원,의원,"울산광역시 남구 삼산로 216, 2층 (달동)","{'lat': 35.5366557, 'lng': 129.323442}",35.5366557,129.323442
182,비너스외과의원,의원,"울산광역시 남구 삼산로 216, 5,6,11층 (달동)","{'lat': 35.5363506, 'lng': 129.3164702}",35.5363506,129.3164702
183,로뎀나무정신건강의학과의원,의원,"울산광역시 남구 삼산로 216, 7층 (달동, 인성빌딩)","{'lat': 35.5377774, 'lng': 129.3309389}",35.5377774,129.3309389
184,포에버의원,의원,"울산광역시 남구 삼산로 231, 410호 (달동, 울산센트럴자이)","{'lat': 35.5388561, 'lng': 129.3323637}",35.5388561,129.3323637
185,바른맥흉부외과의원,의원,"울산광역시 남구 삼산로 231, 울산 센트럴 자이 4층 411호 (달동)","{'lat': 35.5387946, 'lng': 129.3326908}",35.5387946,129.3326908
186,유영훈내과의원,의원,"울산광역시 남구 삼산로 24, 2층 (신정동)","{'lat': 35.5326961, 'lng': 129.3104233}",35.5326961,129.3104233
187,드림비뇨기과의원,의원,"울산광역시 남구 삼산로 243, 3층 (달동, 종범빌딩)","{'lat': 35.5389378, 'lng': 129.3336751}",35.5389378,129.3336751
188,하이닥터 비뇨의학과 의원,의원,"울산광역시 남구 삼산로 245, 12층 (달동)","{'lat': 35.5389236, 'lng': 129.3339935}",35.5389236,129.3339935
189,마마파파베이비산부인과의원,의원,"울산광역시 남구 삼산로 247, 15~17층 (달동, 마마파파&베이비빌딩)","{'lat': 35.5363506, 'lng': 129.3164702}",35.5363506,129.3164702
190,더맑은정신건강의학과의원,의원,"울산광역시 남구 삼산로 247, 마마파파엔베이비빌딩 13층 02호 (달동)","{'lat': 35.5366557, 'lng': 129.323442}",35.5366557,129.323442
191,라마르의원,의원,"울산광역시 남구 삼산로 251, 2층 (달동)","{'lat': 35.5366557, 'lng': 129.323442}",35.5366557,129.323442
192,선비뇨기과의원,의원,"울산광역시 남구 삼산로 25-1, 3층 (신정동)","{'lat': 35.5332697, 'lng': 129.3105539}",35.5332697,129.3105539
193,제갈이비인후과의원,의원,"울산광역시 남구 삼산로 25-1, 5층 (신정동)","{'lat': 35.5332697, 'lng': 129.3105539}",35.5332697,129.3105539
194,BB성형외과의원,의원,"울산광역시 남구 삼산로 254, 15층 (달동)","{'lat': 35.5373047, 'lng': 129.3353793}",35.5373047,129.3353793
195,울산BB성형외과의원,의원,"울산광역시 남구 삼산로 254, 16층 (달동, S타워)","{'lat': 35.5363506, 'lng': 129.3164702}",35.5363506,129.3164702
196,눈높이안과의원,의원,"울산광역시 남구 삼산로 254, 5,6층 (달동)","{'lat': 35.5363506, 'lng': 129.3164702}",35.5363506,129.3164702
197,김현진산부인과의원,의원,울산광역시 남구 삼산로 257 (달동),"{'lat': 35.5391616, 'lng': 129.335108}",35.5391616,129.335108
198,서울이비인후과의원,의원,울산광역시 남구 삼산로 257 (달동),"{'lat': 35.5391616, 'lng': 129.335108}",35.5391616,129.335108
199,강남피부과의원,의원,"울산광역시 남구 삼산로 257, 4층 (달동)","{'lat': 35.5391616, 'lng': 129.335108}",35.5391616,129.335108
200,강남비뇨기과의원,의원,"울산광역시 남구 삼산로 26, 2층 (신정동, 공업탑 하트랜드)","{'lat': 35.5326722, 'lng': 129.310961}",35.5326722,129.310961
201,강남마취통증의학과의원,의원,"울산광역시 남구 삼산로 26, 2층 201호 (신정동, 공업탑 하트랜드)","{'lat': 35.5326722, 'lng': 129.310961}",35.5326722,129.310961
202,우광훈내과의원,의원,울산광역시 남구 삼산로 260 (삼산동),"{'lat': 35.5386896, 'lng': 129.3356581}",35.5386896,129.3356581
203,서울탑비뇨기과의원,의원,"울산광역시 남구 삼산로 260, 11층 (삼산동, 주연클리닉)","{'lat': 35.5386836, 'lng': 129.335635}",35.5386836,129.335635
204,주연의원,의원,"울산광역시 남구 삼산로 260, 2 6층일부층 (삼산동)","{'lat': 35.5386896, 'lng': 129.3356581}",35.5386896,129.3356581
205,센텀정형외과의원,의원,"울산광역시 남구 삼산로 260, 5층 (삼산동, 주연클리닉빌딩)","{'lat': 35.5386836, 'lng': 129.335635}",35.5386836,129.335635
206,닥터적맥의원,의원,"울산광역시 남구 삼산로 260, 6,8층 (삼산동)","{'lat': 35.5386896, 'lng': 129.3356581}",35.5386896,129.3356581
207,유사랑외과의원,의원,"울산광역시 남구 삼산로 260, 9층 (삼산동, 주연클리닉)","{'lat': 35.5386836, 'lng': 129.335635}",35.5386836,129.335635
208,메이린의원울산점,의원,"울산광역시 남구 삼산로 261, 13층 (삼산동, 현대백화점)","{'lat': 35.5395119, 'lng': 129.335773}",35.5395119,129.335773
209,울산영상의학과의원,의원,울산광역시 남구 삼산로 266 (삼산동),"{'lat': 35.5387925, 'lng': 129.3362906}",35.5387925,129.3362906
210,다나산부인과의원,의원,울산광역시 남구 삼산로 266 (삼산동),"{'lat': 35.5387925, 'lng': 129.3362906}",35.5387925,129.3362906
211,이바담그룹의원,의원,"울산광역시 남구 삼산로 266, 10층 (삼산동, 굿모닝클리닉)","{'lat': 35.5387947, 'lng': 129.3362738}",35.5387947,129.3362738
212,소정마취통증의학과의원,의원,"울산광역시 남구 삼산로 266, 12층 (삼산동, 굿모닝클리닉)","{'lat': 35.5387947, 'lng': 129.3362738}",35.5387947,129.3362738
213,굿모닝안과의원,의원,"울산광역시 남구 삼산로 266, 2,3층 (삼산동, 굿모닝클리닉)","{'lat': 35.53876690000001, 'lng': 129.3362738}",35.53876690000001,129.3362738
214,위앤장탑내과의원,의원,"울산광역시 남구 삼산로 266, 4층 (삼산동, 굿모닝빌딩)","{'lat': 35.5387925, 'lng': 129.3362906}",35.5387925,129.3362906
215,전용진정형외과의원,의원,"울산광역시 남구 삼산로 266, 5층 (삼산동, 굿모닝클리닉)","{'lat': 35.5387947, 'lng': 129.3362738}",35.5387947,129.3362738
216,메디포맨비뇨기과의원,의원,"울산광역시 남구 삼산로 266, 굿모닝클리닉 11층 1102호 (삼산동)","{'lat': 35.5389571, 'lng': 129.3362222}",35.5389571,129.3362222
217,김주헌성형외과의원,의원,"울산광역시 남구 삼산로 266, 굿모닝클리닉 12층 (삼산동)","{'lat': 35.5387947, 'lng': 129.3362738}",35.5387947,129.3362738
218,미소마음정신건강의학과의원,의원,"울산광역시 남구 삼산로 266, 굿모닝클리닉 13층 1301호 (삼산동)","{'lat': 35.5387947, 'lng': 129.3362738}",35.5387947,129.3362738
219,이강길성형외과의원,의원,울산광역시 남구 삼산로 269 (삼산동),"{'lat': 35.5394631, 'lng': 129.3365366}",35.5394631,129.3365366
220,킴스마취통증의학과의원,의원,"울산광역시 남구 삼산로 269, 10층 (삼산동)","{'lat': 35.5394631, 'lng': 129.3365366}",35.5394631,129.3365366
221,리더스서울안과의원,의원,"울산광역시 남구 삼산로 269, 4층 (삼산동, 탑텐클리닉빌딩)","{'lat': 35.5394631, 'lng': 129.3365366}",35.5394631,129.3365366
222,나사렛피부과의원,의원,"울산광역시 남구 삼산로 269, 5층 (삼산동, 탑텐클리닉)","{'lat': 35.5394335, 'lng': 129.3365238}",35.5394335,129.3365238
223,맑은이비인후과의원,의원,"울산광역시 남구 삼산로 269, 6층 (삼산동)","{'lat': 35.5394631, 'lng': 129.3365366}",35.5394631,129.3365366
224,고옥산부인과의원,의원,"울산광역시 남구 삼산로 269, 7층 (삼산동, 탑텐크리닉)","{'lat': 35.5394335, 'lng': 129.3365238}",35.5394335,129.3365238
225,김동욱내과의원,의원,"울산광역시 남구 삼산로 269, 8층 (삼산동)","{'lat': 35.5394631, 'lng': 129.3365366}",35.5394631,129.3365366
226,눈의꽃성형외과의원,의원,"울산광역시 남구 삼산로 270, 8층 (삼산동, 삼산동 Kim s빌딩)","{'lat': 35.5381364, 'lng': 129.3364608}",35.5381364,129.3364608
227,밀크피부과의원,의원,"울산광역시 남구 삼산로 270, 삼산동 Kim's빌딩 5층 (삼산동)","{'lat': 35.5375769, 'lng': 129.3307588}",35.5375769,129.3307588
228,스타케이의원,의원,"울산광역시 남구 삼산로 272, 10층 (삼산동)","{'lat': 35.5388887, 'lng': 129.3368876}",35.5388887,129.3368876
229,정피부과의원,의원,"울산광역시 남구 삼산로 272, 1201호 (삼산동)","{'lat': 35.5388887, 'lng': 129.3368876}",35.5388887,129.3368876
230,김재홍정신건강의학과의원,의원,"울산광역시 남구 삼산로 272, 201호 (삼산동, 프리던스빌딩)","{'lat': 35.5388887, 'lng': 129.3368876}",35.5388887,129.3368876
231,서울아산내과의원,의원,"울산광역시 남구 삼산로 272, 3층 301호 (삼산동)","{'lat': 35.5388887, 'lng': 129.3368876}",35.5388887,129.3368876
232,김도하내과의원,의원,"울산광역시 남구 삼산로 273, 1102호 (삼산동, 삼산타원)","{'lat': 35.5395107, 'lng': 129.336791}",35.5395107,129.336791
233,송은영유반외과의원,의원,"울산광역시 남구 삼산로 273, 12층 (삼산동, 삼산타워)","{'lat': 35.5395168, 'lng': 129.3367738}",35.5395168,129.3367738
234,강남LK성형외과의원,의원,"울산광역시 남구 삼산로 273, 6층 (삼산동)","{'lat': 35.5395107, 'lng': 129.336791}",35.5395107,129.336791
235,채영수피부과의원,의원,"울산광역시 남구 삼산로 273, 8,9층일부층 (삼산동, 삼산타워)","{'lat': 35.5395168, 'lng': 129.3367738}",35.5395168,129.3367738
236,허인정 산부인과의원,의원,"울산광역시 남구 삼산로 273, 삼산타워 12층 1201호 (삼산동)","{'lat': 35.5395107, 'lng': 129.336791}",35.5395107,129.336791
237,화인마취통증의학과의원,의원,"울산광역시 남구 삼산로 273, 삼산타워 402호 (삼산동)","{'lat': 35.5395168, 'lng': 129.3367738}",35.5395168,129.3367738
238,최승호 신경과의원,의원,"울산광역시 남구 삼산로 273, 삼산타워 9층 (삼산동)","{'lat': 35.5395168, 'lng': 129.3367738}",35.5395168,129.3367738
239,에스의원,의원,"울산광역시 남구 삼산로 274, 11층 (삼산동)","{'lat': 35.5389471, 'lng': 129.3371411}",35.5389471,129.3371411
240,서울삼성비뇨기과산부인과의원,의원,"울산광역시 남구 삼산로 274, 5층 (삼산동)","{'lat': 35.5389471, 'lng': 129.3371411}",35.5389471,129.3371411
241,울산밝은안과의원,의원,"울산광역시 남구 삼산로 274, 6층 (삼산동)","{'lat': 35.5389471, 'lng': 129.3371411}",35.5389471,129.3371411
242,디엔샘내과의원,의원,"울산광역시 남구 삼산로 274, 802호 (삼산동)","{'lat': 35.5389471, 'lng': 129.3371411}",35.5389471,129.3371411
243,고운피부과의원,의원,"울산광역시 남구 삼산로 274, 9층 (삼산동, W-Center)","{'lat': 35.5389471, 'lng': 129.3371411}",35.5389471,129.3371411
244,노블의원,의원,"울산광역시 남구 삼산로 275, 5층 (삼산동)","{'lat': 35.5395865, 'lng': 129.3371925}",35.5395865,129.3371925
245,아우라의원,의원,"울산광역시 남구 삼산로 275, 6층 (삼산동)","{'lat': 35.5395865, 'lng': 129.3371925}",35.5395865,129.3371925
246,황인태영상의학과의원,의원,"울산광역시 남구 삼산로 275, 7층 (삼산동, 킴스빌딩)","{'lat': 35.538851, 'lng': 129.336681}",35.538851,129.336681
247,라엘라의원,의원,"울산광역시 남구 삼산로 277, 4,6층 (삼산동)","{'lat': 35.5396334, 'lng': 129.337437}",35.5396334,129.337437
248,하이맨비뇨기과의원,의원,"울산광역시 남구 삼산로 277, 7층 (삼산동)","{'lat': 35.5396334, 'lng': 129.337437}",35.5396334,129.337437
249,정애경미즈유의원,의원,울산광역시 남구 삼산로 281 (삼산동),"{'lat': 35.5397076, 'lng': 129.3376544}",35.5397076,129.3376544
250,속편한내과의원,의원,"울산광역시 남구 삼산로 281, 3, 4층 (삼산동)","{'lat': 35.5397076, 'lng': 129.3376544}",35.5397076,129.3376544
251,우리들마취통증의학과의원,의원,"울산광역시 남구 삼산로 281, 5층 (삼산동)","{'lat': 35.5397076, 'lng': 129.3376544}",35.5397076,129.3376544
252,푸른비뇨기과의원,의원,"울산광역시 남구 삼산로 281, 6층 (삼산동, 정&정빌딩)","{'lat': 35.5397076, 'lng': 129.3376544}",35.5397076,129.3376544
253,제스필의원,의원,"울산광역시 남구 삼산로 281, 7층 (삼산동, 정앤정클리닉빌딩)","{'lat': 35.5397076, 'lng': 129.3376544}",35.5397076,129.3376544
254,울산정백외과의원,의원,"울산광역시 남구 삼산로 281, 9층 (삼산동, 정앤정크리닉빌딩)","{'lat': 35.5397076, 'lng': 129.3376544}",35.5397076,129.3376544
255,코아이비인후과의원,의원,"울산광역시 남구 삼산로 281, 9층 (삼산동, 정앤정크리닉빌딩)","{'lat': 35.5397076, 'lng': 129.3376544}",35.5397076,129.3376544
256,메디아트의원,의원,"울산광역시 남구 삼산로 283, 4층 (삼산동)","{'lat': 35.5397282, 'lng': 129.3379094}",35.5397282,129.3379094
257,나눔이의료소비자생활협동조합 대향학문의원,의원,"울산광역시 남구 삼산로 283, 6층 (삼산동, 소망빌딩)","{'lat': 35.5397282, 'lng': 129.3379094}",35.5397282,129.3379094
258,김성희산부인과의원,의원,"울산광역시 남구 삼산로 283, 7층 (삼산동)","{'lat': 35.5397282, 'lng': 129.3379094}",35.5397282,129.3379094
259,길맨의원,의원,"울산광역시 남구 삼산로 283, 8층 (삼산동, 소망빌딩)","{'lat': 35.5397282, 'lng': 129.3379094}",35.5397282,129.3379094
260,다정흉부외과의원,의원,"울산광역시 남구 삼산로 283, 소망빌딩 7층 (삼산동)","{'lat': 35.5397282, 'lng': 129.3379094}",35.5397282,129.3379094
261,강문규내과의원,의원,"울산광역시 남구 삼산로 283, 소망빌딩 9층 (삼산동)","{'lat': 35.5397282, 'lng': 129.3379094}",35.5397282,129.3379094
262,신세계안과의원,의원,"울산광역시 남구 삼산로 285, 2~9층 (삼산동)","{'lat': 35.5397646, 'lng': 129.3381162}",35.5397646,129.3381162
263,미앤미의원,의원,"울산광역시 남구 삼산로 287, 5층 (삼산동)","{'lat': 35.5397881, 'lng': 129.3382721}",35.5397881,129.3382721
264,신화의원,의원,"울산광역시 남구 삼산로 43, 2층 (신정동)","{'lat': 35.53382149999999, 'lng': 129.3125234}",35.53382149999999,129.3125234
265,윤철내과의원,의원,"울산광역시 남구 삼산로 51, 4층 (신정동)","{'lat': 35.5340743, 'lng': 129.3133975}",35.5340743,129.3133975
266,공업탑강남피부과의원,의원,"울산광역시 남구 삼산로 8, 2층 (신정동)","{'lat': 35.5323419, 'lng': 129.3089213}",35.5323419,129.3089213
267,신세계성형외과의원,의원,"울산광역시 남구 삼산로267번길 6-10, 4층 (삼산동)","{'lat': 35.5397078, 'lng': 129.3366564}",35.5397078,129.3366564
268,닥터디자이너의원,의원,울산광역시 남구 삼산로267번길 6-13 (삼산동),"{'lat': 35.5400762, 'lng': 129.3368379}",35.5400762,129.3368379
269,뮤즈의원,의원,"울산광역시 남구 삼산로267번길 6-15, 4층 (삼산동)","{'lat': 35.5400786, 'lng': 129.3370265}",35.5400786,129.3370265
270,화이트듀의원,의원,울산광역시 남구 삼산로267번길 6-16 (삼산동),"{'lat': 35.5398204, 'lng': 129.3369902}",35.5398204,129.3369902
271,달빛여성의원,의원,울산광역시 남구 삼산로267번길 8 (삼산동),"{'lat': 35.5399407, 'lng': 129.3362986}",35.5399407,129.3362986
