,의료기관명,의료기관종별,의료기관주소(도로명),lat_lng,lat,lng
362,박화정의원,의원,"울산광역시 남구 중앙로 286-1, 2층 (신정동)","{'lat': 35.5462866, 'lng': 129.3099452}",35.5462866,129.3099452
363,새울산의원,의원,"울산광역시 남구 처용로 16, 1층 (야음동)","{'lat': 35.5257656, 'lng': 129.3427415}",35.5257656,129.3427415
364,나요한의원,의원,울산광역시 남구 처용로26번길 18 (야음동),"{'lat': 35.517369, 'lng': 129.339096}",35.517369,129.339096
365,쿨맨남성의원,의원,"울산광역시 남구 화합로 148, 7층 (삼산동)","{'lat': 35.5379649, 'lng': 129.340209}",35.5379649,129.340209
366,울산탑비뇨기과의원,의원,울산광역시 남구 화합로 196 (삼산동),"{'lat': 35.5421663, 'lng': 129.3397673}",35.5421663,129.3397673
367,박정운의원,의원,울산광역시 동구 꽃바위로 311 (방어동),"{'lat': 35.4854032, 'lng': 129.4225103}",35.4854032,129.4225103
368,우리연합의원,의원,울산광역시 동구 꽃바위로 350 (방어동),"{'lat': 35.4874409, 'lng': 129.4257255}",35.4874409,129.4257255
369,신통의원,의원,울산광역시 동구 대학길 30 (화정동),"{'lat': 35.4982939, 'lng': 129.4195733}",35.4982939,129.4195733
370,송병수의원,의원,울산광역시 동구 대학길 35 (화정동),"{'lat': 35.4987423, 'lng': 129.419687}",35.4987423,129.419687
371,명품동안의원,의원,울산광역시 동구 대학길 40 (화정동),"{'lat': 35.4984859, 'lng': 129.4201079}",35.4984859,129.4201079
372,우리이비인후과의원,의원,"울산광역시 동구 대학길 40, 2층 (화정동)","{'lat': 35.4984859, 'lng': 129.4201079}",35.4984859,129.4201079
373,강남비뇨기과의원,의원,"울산광역시 동구 대학길 50, 2층 (화정동)","{'lat': 35.4985672, 'lng': 129.4205524}",35.4985672,129.4205524
374,참사랑의원,의원,"울산광역시 동구 대학길 65, 2층 (화정동)","{'lat': 35.4989197, 'lng': 129.421458}",35.4989197,129.421458
375,웰빙마취통증의학과의원,의원,"울산광역시 동구 대학길 65, 4층 (화정동, 수민빌딩)","{'lat': 35.4989197, 'lng': 129.421458}",35.4989197,129.421458
376,최형경내과의원,의원,"울산광역시 동구 대학길 71, 2층 (화정동)","{'lat': 35.4989006, 'lng': 129.4217056}",35.4989006,129.4217056
377,고운미의원,의원,"울산광역시 동구 대학길 72, 3층 (화정동)","{'lat': 35.4984524, 'lng': 129.4216525}",35.4984524,129.4216525
378,연세내과의원,의원,울산광역시 동구 대학길 74 (화정동),"{'lat': 35.4984378, 'lng': 129.4217426}",35.4984378,129.4217426
379,동산이비인후과의원,의원,울산광역시 동구 대학길 75 (화정동),"{'lat': 35.4988159, 'lng': 129.4219312}",35.4988159,129.4219312
380,우리안과의원,의원,울산광역시 동구 대학길 76 (화정동),"{'lat': 35.4983246, 'lng': 129.4218663}",35.4983246,129.4218663
381,한솔정형외과의원,의원,울산광역시 동구 대학길 77 (화정동),"{'lat': 35.4988011, 'lng': 129.4221161}",35.4988011,129.4221161
382,방어진의원,의원,울산광역시 동구 동진로 6 (방어동),"{'lat': 35.4866458, 'lng': 129.4259649}",35.4866458,129.4259649
383,박상면내과의원,의원,울산광역시 동구 동해안로 28 (동부동),"{'lat': 35.5416776, 'lng': 129.4266021}",35.5416776,129.4266021
384,현대가정의원,의원,"울산광역시 동구 동해안로 43, 1층 (동부동, 함계빌딩)","{'lat': 35.54240710000001, 'lng': 129.4279596}",35.54240710000001,129.4279596
385,양지의원,의원,울산광역시 동구 동해안로 49 (동부동),"{'lat': 35.5423461, 'lng': 129.4286022}",35.5423461,129.4286022
386,아라의원,의원,울산광역시 동구 등대로 1-1 (화정동),"{'lat': 35.4931141, 'lng': 129.4271372}",35.4931141,129.4271372
387,노정석산부인과의원,의원,"울산광역시 동구 명덕6길 11, 2층 (서부동)","{'lat': 35.523425, 'lng': 129.4313702}",35.523425,129.4313702
388,진화신경외과의원,의원,울산광역시 동구 명덕6길 14 (서부동),"{'lat': 35.5233122, 'lng': 129.4317574}",35.5233122,129.4317574
389,제니스여성의원,의원,울산광역시 동구 명덕로 6 (서부동),"{'lat': 35.522574, 'lng': 129.432064}",35.522574,129.432064
390,이순정내과의원,의원,울산광역시 동구 문재6길 4 (방어동),"{'lat': 35.4828958, 'lng': 129.4169157}",35.4828958,129.4169157
391,시민의원,의원,"울산광역시 동구 문재7길 5, 2층 (방어동)","{'lat': 35.4834114, 'lng': 129.4176763}",35.4834114,129.4176763
392,제일의원,의원,울산광역시 동구 문현로 40-1 (방어동),"{'lat': 35.4848733, 'lng': 129.4132214}",35.4848733,129.4132214
393,김종수내과의원,의원,울산광역시 동구 방어진순환도로 1118 (서부동),"{'lat': 35.5320104, 'lng': 129.4179942}",35.5320104,129.4179942
394,남목마취통증의학과의원,의원,울산광역시 동구 방어진순환도로 1119 (서부동),"{'lat': 35.5320104, 'lng': 129.4179942}",35.5320104,129.4179942
395,윤이비인후과의원,의원,울산광역시 동구 방어진순환도로 1120 (서부동),"{'lat': 35.5394352, 'lng': 129.4264043}",35.5394352,129.4264043
396,중앙비뇨기과의원,의원,울산광역시 동구 방어진순환도로 1120-1 (서부동),"{'lat': 35.5215658, 'lng': 129.4314464}",35.5215658,129.4314464
397,임태균산부인과의원,의원,울산광역시 동구 방어진순환도로 1125 (서부동),"{'lat': 35.5318715, 'lng': 129.432287}",35.5318715,129.432287
398,늘푸른산부인과의원,의원,울산광역시 동구 방어진순환도로 1130 (서부동),"{'lat': 35.5397685, 'lng': 129.4255432}",35.5397685,129.4255432
399,본정형외과의원,의원,울산광역시 동구 방어진순환도로 1133 (서부동),"{'lat': 35.5320104, 'lng': 129.4179942}",35.5320104,129.4179942
400,소망정형외과의원,의원,울산광역시 동구 방어진순환도로 1138 (서부동),"{'lat': 35.5320104, 'lng': 129.4179942}",35.5320104,129.4179942
401,한솔연합내과의원,의원,"울산광역시 동구 방어진순환도로 1138, 소망메디컬 (서부동)","{'lat': 35.4898003, 'lng': 129.4205034}",35.4898003,129.4205034
402,김광국내과의원,의원,울산광역시 동구 방어진순환도로 482 (방어동),"{'lat': 35.4871621, 'lng': 129.4203285}",35.4871621,129.4203285
403,현대정형외과의원,의원,울산광역시 동구 방어진순환도로 482 (방어동),"{'lat': 35.4871621, 'lng': 129.4203285}",35.4871621,129.4203285
404,이창우외과의원,의원,울산광역시 동구 방어진순환도로 505 (방어동),"{'lat': 35.4883497, 'lng': 129.4225699}",35.4883497,129.4225699
405,강남내과의원,의원,울산광역시 동구 방어진순환도로 577 (화정동),"{'lat': 35.4992585, 'lng': 129.4272723}",35.4992585,129.4272723
406,마디정형외과의원,의원,울산광역시 동구 방어진순환도로 577 (화정동),"{'lat': 35.4992585, 'lng': 129.4272723}",35.4992585,129.4272723
407,김앤김의원,의원,울산광역시 동구 방어진순환도로 633 (일산동),"{'lat': 35.4983452, 'lng': 129.4278292}",35.4983452,129.4278292
408,동울산영상의학과의원,의원,"울산광역시 동구 방어진순환도로 633, 9층 (일산동, 세인트예스타워)","{'lat': 35.5030329, 'lng': 129.4337788}",35.5030329,129.4337788
409,방어진 현대마취통증의학과의원,의원,"울산광역시 동구 방어진순환도로 633, 세인트에스타워 2층, 11층 (일산동)","{'lat': 35.49836620000001, 'lng': 129.4277238}",35.49836620000001,129.4277238
410,쥬라기소아청소년과의원,의원,"울산광역시 동구 방어진순환도로 645 (일산동,4,5층)","{'lat': 35.4952098, 'lng': 129.4278873}",35.4952098,129.4278873
411,신내과의원,의원,울산광역시 동구 방어진순환도로 651 (일산동),"{'lat': 35.5001068, 'lng': 129.4282407}",35.5001068,129.4282407
412,우리들마취통증의학과의원,의원,"울산광역시 동구 방어진순환도로 651, 401호 (일산동, 세움베스트)","{'lat': 35.5000679, 'lng': 129.4283199}",35.5000679,129.4283199
413,울산연합소아청소년과의원,의원,"울산광역시 동구 방어진순환도로 652, D동 3층 (일산동, 테라스파크)","{'lat': 35.4997996, 'lng': 129.4293738}",35.4997996,129.4293738
414,강남피부과의원,의원,"울산광역시 동구 방어진순환도로 652, 테라스파크 1동 3층 B301,B302호 (일산동)","{'lat': 35.4997996, 'lng': 129.4293738}",35.4997996,129.4293738
415,동울산신경외과의원,의원,울산광역시 동구 방어진순환도로 689 (일산동),"{'lat': 35.50649110000001, 'lng': 129.4275215}",35.50649110000001,129.4275215
416,큰나무정형외과의원,의원,울산광역시 동구 방어진순환도로 711 (일산동),"{'lat': 35.505106, 'lng': 129.4293772}",35.505106,129.4293772
417,가나정형외과의원,의원,울산광역시 동구 방어진순환도로 713 (전하동),"{'lat': 35.5090827, 'lng': 129.4265004}",35.5090827,129.4265004
418,세화연합정형외과의원,의원,울산광역시 동구 방어진순환도로 725 (전하동),"{'lat': 35.50705250000001, 'lng': 129.428594}",35.50705250000001,129.428594
419,로즈메디산부인과의원,의원,울산광역시 동구 방어진순환도로 747 (전하동),"{'lat': 35.5155795, 'lng': 129.4231946}",35.5155795,129.4231946
420,우리내과의원,의원,"울산광역시 동구 방어진순환도로 747, 2층 (전하동)","{'lat': 35.5125817, 'lng': 129.4212192}",35.5125817,129.4212192
421,김정곤정신건강의학과의원,의원,"울산광역시 동구 방어진순환도로 749, 3층 (전하동)","{'lat': 35.5161095, 'lng': 129.4238004}",35.5161095,129.4238004
422,황기호정형외과의원,의원,울산광역시 동구 방어진순환도로 769 (전하동),"{'lat': 35.5150807, 'lng': 129.4212446}",35.5150807,129.4212446
423,최형락산부인과의원,의원,울산광역시 동구 방어진순환도로 773 (전하동),"{'lat': 35.5196982, 'lng': 129.4303585}",35.5196982,129.4303585
424,강앤진안과의원,의원,울산광역시 동구 방어진순환도로 783 (전하동),"{'lat': 35.5115497, 'lng': 129.4304047}",35.5115497,129.4304047
425,강마디내과의원,의원,울산광역시 동구 방어진순환도로 785 (전하동),"{'lat': 35.5118008, 'lng': 129.4303228}",35.5118008,129.4303228
426,동구학문외과의원,의원,울산광역시 동구 방어진순환도로 785 (전하동),"{'lat': 35.5118008, 'lng': 129.4303228}",35.5118008,129.4303228
427,이용하비뇨기과의원,의원,울산광역시 동구 방어진순환도로 787 (전하동),"{'lat': 35.512133, 'lng': 129.4305435}",35.512133,129.4305435
428,서울강안과의원,의원,"울산광역시 동구 방어진순환도로 797, 2층 (전하동)","{'lat': 35.5125817, 'lng': 129.4212192}",35.5125817,129.4212192
429,강정형외과의원,의원,울산광역시 동구 방어진순환도로 799 (전하동),"{'lat': 35.5131737, 'lng': 129.4308607}",35.5131737,129.4308607
430,안신경외과의원,의원,울산광역시 동구 방어진순환도로 799 (전하동),"{'lat': 35.5131737, 'lng': 129.4308607}",35.5131737,129.4308607
431,박철호안과의원,의원,울산광역시 동구 방어진순환도로 919 (서부동),"{'lat': 35.5350019, 'lng': 129.4328274}",35.5350019,129.4328274
432,창조피부과의원,의원,울산광역시 동구 방어진순환도로 925 (서부동),"{'lat': 35.5236337, 'lng': 129.432612}",35.5236337,129.432612
433,현대이비인후과의원,의원,울산광역시 동구 방어진순환도로 927 (서부동),"{'lat': 35.5291573, 'lng': 129.4346937}",35.5291573,129.4346937
434,현대편안내과의원,의원,울산광역시 동구 방어진순환도로 937 (서부동),"{'lat': 35.5318715, 'lng': 129.432287}",35.5318715,129.432287
435,동부의원,의원,울산광역시 동구 안산로 50 (동부동),"{'lat': 35.5425475, 'lng': 129.4316118}",35.5425475,129.4316118
436,대한의원,의원,울산광역시 동구 월봉6길 40 (방어동),"{'lat': 35.4908522, 'lng': 129.4203846}",35.4908522,129.4203846
437,소창옥소아청소년과의원,의원,울산광역시 동구 월봉8길 54 (화정동),"{'lat': 35.4927399, 'lng': 129.4219585}",35.4927399,129.4219585
438,화정현대의원,의원,울산광역시 동구 월봉로 14 (화정동),"{'lat': 35.4952221, 'lng': 129.4201971}",35.4952221,129.4201971
439,김용기내과의원,의원,울산광역시 동구 전하로 2 (전하동),"{'lat': 35.512368, 'lng': 129.4305269}",35.512368,129.4305269
440,정태영이비인후과의원,의원,울산광역시 동구 전하로 2 (전하동),"{'lat': 35.512368, 'lng': 129.4305269}",35.512368,129.4305269
441,홍피부과의원,의원,울산광역시 동구 전하로 2 (전하동),"{'lat': 35.512368, 'lng': 129.4305269}",35.512368,129.4305269
442,상쾌한연합이비인후과의원,의원,울산광역시 동구 진성14길 118 (전하동),"{'lat': 35.5109067, 'lng': 129.4262141}",35.5109067,129.4262141
443,손석호내과의원,의원,"울산광역시 동구 진성14길 128, 3층 (전하동)","{'lat': 35.5114786, 'lng': 129.4263245}",35.5114786,129.4263245
444,주효섭소아청소년과의원,의원,울산광역시 동구 진성14길 90 (전하동),"{'lat': 35.5092877, 'lng': 129.426008}",35.5092877,129.426008
445,이재담마취통증의학과의원,의원,"울산광역시 동구 진성14길 90, 2층 (전하동)","{'lat': 35.5092877, 'lng': 129.426008}",35.5092877,129.426008
446,정병오내과의원,의원,울산광역시 동구 진성14길 96 (전하동),"{'lat': 35.509808, 'lng': 129.4260646}",35.509808,129.4260646
447,박가정의원,의원,울산광역시 동구 진성4길 57 (전하동),"{'lat': 35.5089625, 'lng': 129.4259162}",35.5089625,129.4259162
448,그린메디의원,의원,울산광역시 동구 화문로 75 (방어동),"{'lat': 35.482656, 'lng': 129.4169192}",35.482656,129.4169192
449,한마음의원,의원,"울산광역시 동구 화진길 35, 2층 (방어동)","{'lat': 35.4895641, 'lng': 129.4211675}",35.4895641,129.4211675
450,영남이비인후과의원,의원,"울산광역시 북구 가재길 87, 3층 (천곡동)","{'lat': 35.6342098, 'lng': 129.3323172}",35.6342098,129.3323172
451,개구쟁이소아청소년과의원,의원,"울산광역시 북구 달천로 9, 2층 202호 (천곡동)","{'lat': 35.6331375, 'lng': 129.334248}",35.6331375,129.334248
452,강동의원,의원,울산광역시 북구 동해안로 1441 (정자동),"{'lat': 35.6145101, 'lng': 129.4480112}",35.6145101,129.4480112
453,다정의원,의원,울산광역시 북구 매곡1로 15 (매곡동),"{'lat': 35.6428173, 'lng': 129.3537909}",35.6428173,129.3537909
454,봄소아청소년과의원,의원,"울산광역시 북구 매곡1로 15, 3층 (매곡동)","{'lat': 35.6428173, 'lng': 129.3537909}",35.6428173,129.3537909
455,웰당이진우내과의원,의원,"울산광역시 북구 매곡1로 46, 208호 (매곡동, 대우프라자)","{'lat': 35.6447664, 'lng': 129.3512621}",35.6447664,129.3512621
456,고운빔의원,의원,"울산광역시 북구 매곡로 115, 2층 (매곡동)","{'lat': 35.6460585, 'lng': 129.3571288}",35.6460585,129.3571288
457,상쾌한이비인후과의원,의원,"울산광역시 북구 매곡로 115, 2층 202호 (매곡동)","{'lat': 35.6460585, 'lng': 129.3571288}",35.6460585,129.3571288
458,연세피움의원,의원,"울산광역시 북구 매산로 15, 4층 (매곡동)","{'lat': 35.6427341, 'lng': 129.3586738}",35.6427341,129.3586738
459,센트럴성모안과의원,의원,"울산광역시 북구 매산로 15, 지상2층 202호 (매곡동)","{'lat': 35.6427341, 'lng': 129.3586738}",35.6427341,129.3586738
460,서울아산 이비인후과의원,의원,"울산광역시 북구 매산로 15, 참조은빌딩 3층 (매곡동)","{'lat': 35.5286845, 'lng': 129.3199423}",35.5286845,129.3199423
461,김은정소아과의원,의원,"울산광역시 북구 명촌15길 10, 2층 201호 (명촌동, 평창리비에르3차상가)","{'lat': 35.553267, 'lng': 129.35464}",35.553267,129.35464
462,하늘이비인후과의원,의원,"울산광역시 북구 명촌로 75, 2층 (명촌동, 미남빌딩)","{'lat': 35.5538808, 'lng': 129.3566603}",35.5538808,129.3566603
463,이내과의원,의원,"울산광역시 북구 명촌로 85 (명촌동, 평창리비에르2차아파트)","{'lat': 35.5526268, 'lng': 129.3549661}",35.5526268,129.3549661
464,행복한내과의원,의원,"울산광역시 북구 명촌로 85, 301동 206호 (명촌동, 평창리비에르2차상가)","{'lat': 35.5526268, 'lng': 129.3549661}",35.5526268,129.3549661
465,탑 이비인후과의원,의원,"울산광역시 북구 박상진12로 11, 지오타워 5층 503,504호 (송정동)","{'lat': 35.58273399999999, 'lng': 129.3609087}",35.58273399999999,129.3609087
466,오늘성형외과의원,의원,"울산광역시 북구 산업로 1005, 3층 301호 (연암동)","{'lat': 35.5834189, 'lng': 129.3704511}",35.5834189,129.3704511
467,강동오션키즈의원,의원,"울산광역시 북구 산하중앙2로 150, 4층 (산하동)","{'lat': 35.6385491, 'lng': 129.4339835}",35.6385491,129.4339835
468,한결의원,의원,"울산광역시 북구 산하중앙2로 290, 305,306호 (산하동, 아이스케어)","{'lat': 35.631301, 'lng': 129.4395008}",35.631301,129.4395008
469,현대연합의원,의원,"울산광역시 북구 상방로 106, 2층 (연암동)","{'lat': 35.5877, 'lng': 129.3656913}",35.5877,129.3656913
470,홍정형외과의원,의원,"울산광역시 북구 신답로 35, 7,8층 (상안동, 하이크리닉)","{'lat': 35.6287842, 'lng': 129.3444094}",35.6287842,129.3444094
471,오케이비뇨기과의원,의원,"울산광역시 북구 신답로 48, 312호 (상안동, 프리지아)","{'lat': 35.6291945, 'lng': 129.3429975}",35.6291945,129.3429975
472,조윤성내과의원,의원,"울산광역시 북구 신답로 48, 3층 6호 (상안동, 프리지아)","{'lat': 35.6291945, 'lng': 129.3429975}",35.6291945,129.3429975
473,열린소아청소년과의원,의원,"울산광역시 북구 신답로 48, 프리지아 지상2층 204~205호 (상안동)","{'lat': 35.6291945, 'lng': 129.3429975}",35.6291945,129.3429975
474,민사랑내과의원,의원,"울산광역시 북구 아진로 102, 201호 (천곡동, 그린상가)","{'lat': 35.6309724, 'lng': 129.3378396}",35.6309724,129.3378396
475,코끼리이비인후과의원,의원,"울산광역시 북구 아진로 76, 201호 (상안동, 맑음샘빌딩)","{'lat': 35.6304558, 'lng': 129.3403657}",35.6304558,129.3403657
476,하나정형외과의원,의원,울산광역시 북구 염포로 521 (양정동),"{'lat': 35.5568713, 'lng': 129.3810351}",35.5568713,129.3810351
477,윤가정의학과의원,의원,"울산광역시 북구 염포로 529, 303호 (양정동)","{'lat': 35.5550903, 'lng': 129.3747311}",35.5550903,129.3747311
478,이기호내과의원,의원,울산광역시 북구 염포로 599 (양정동),"{'lat': 35.5430521, 'lng': 129.3858697}",35.5430521,129.3858697
479,미라인의원,의원,"울산광역시 북구 염포로 601 (양정동, 현대자동차문회회관)","{'lat': 35.5381013, 'lng': 129.3881023}",35.5381013,129.3881023
480,한소아청소년과의원,의원,"울산광역시 북구 염포로 601, 2층 (양정동, 현대자동차회관)","{'lat': 35.5381013, 'lng': 129.3881023}",35.5381013,129.3881023
481,구암의원,의원,울산광역시 북구 염포로 633 (염포동),"{'lat': 35.5228192, 'lng': 129.3985718}",35.5228192,129.3985718
482,함께하는의원,의원,울산광역시 북구 염포로 673 (염포동),"{'lat': 35.52528119999999, 'lng': 129.3963456}",35.52528119999999,129.3963456
483,김영근의원,의원,울산광역시 북구 이화5길 10 (중산동),"{'lat': 35.6624982, 'lng': 129.3390866}",35.6624982,129.3390866
484,센텀재활의학과의원,의원,"울산광역시 북구 제내1길 2 (신천동, 필그린상가 302호)","{'lat': 35.6314387, 'lng': 129.3522576}",35.6314387,129.3522576
485,정비뇨기과의원,의원,"울산광역시 북구 제내1길 2, 306호 (신천동, 필그린상가)","{'lat': 35.6314387, 'lng': 129.3522576}",35.6314387,129.3522576
486,한빛이비인후과의원,의원,"울산광역시 북구 제내1길 2, 307호 (신천동, 필그린상가)","{'lat': 35.6314387, 'lng': 129.3522576}",35.6314387,129.3522576
487,새현대의원,의원,"울산광역시 북구 천곡길 169, 106동 201호 (천곡동)","{'lat': 35.6380752, 'lng': 129.3274329}",35.6380752,129.3274329
488,연희가정의학과의원,의원,"울산광역시 북구 천곡남로 33, 203호 204호 (천곡동, 삼성코아루상가)","{'lat': 35.6320058, 'lng': 129.3334659}",35.6320058,129.3334659
489,이순일내과의원,의원,울산광역시 북구 호계2길 7 (호계동),"{'lat': 35.62287, 'lng': 129.3555618}",35.62287,129.3555618
490,미래신경외과의원,의원,울산광역시 북구 호계6길 34 (호계동),"{'lat': 35.622337, 'lng': 129.3548662}",35.622337,129.3548662
491,청십자흉부외과의원,의원,울산광역시 북구 호계로 202 (호계동),"{'lat': 35.6222564, 'lng': 129.3555459}",35.6222564,129.3555459
492,예스정형외과의원,의원,울산광역시 북구 호계로 241 (호계동),"{'lat': 35.6252819, 'lng': 129.3531475}",35.6252819,129.3531475
493,365호계내과의원,의원,울산광역시 북구 호계로 272 (호계동),"{'lat': 35.6276248, 'lng': 129.3514218}",35.6276248,129.3514218
494,한양마취통증의학과의원,의원,울산광역시 북구 호계로 277 (호계동),"{'lat': 35.6280495, 'lng': 129.3506882}",35.6280495,129.3506882
495,세나산부인과의원,의원,울산광역시 북구 호계로 281 (호계동),"{'lat': 35.6282664, 'lng': 129.3507084}",35.6282664,129.3507084
496,하나산부인과의원,의원,울산광역시 북구 호계로 292 (호계동),"{'lat': 35.6291568, 'lng': 129.3513614}",35.6291568,129.3513614
497,김환곤내과의원,의원,"울산광역시 북구 호계로 292, 2층 (호계동)","{'lat': 35.6291568, 'lng': 129.3513614}",35.6291568,129.3513614
498,울산숲정신건강의학과의원,의원,"울산광역시 북구 호계로 292, 3층 302호 (호계동)","{'lat': 35.6291568, 'lng': 129.3513614}",35.6291568,129.3513614
499,미라클의원,의원,"울산광역시 북구 호계로 298 (호계동, 3층)","{'lat': 35.6297043, 'lng': 129.3514877}",35.6297043,129.3514877
500,호계명안과 의원,의원,"울산광역시 북구 호계로 298, 3층 (호계동)","{'lat': 35.6297043, 'lng': 129.3514877}",35.6297043,129.3514877
501,열린이비인후과의원,의원,울산광역시 북구 호계로 322 (신천동),"{'lat': 35.6322705, 'lng': 129.3503341}",35.6322705,129.3503341
502,마디마취통증의학과의원,의원,"울산광역시 북구 호계로 322, 3층 (신천동)","{'lat': 35.6323188, 'lng': 129.3503692}",35.6323188,129.3503692
503,호계연세안과의원,의원,울산광역시 북구 호계로 324 (신천동),"{'lat': 35.6319256, 'lng': 129.3513595}",35.6319256,129.3513595
504,호계연합내과진단방사선과의원,의원,울산광역시 북구 호계로 326 (신천동),"{'lat': 35.632499, 'lng': 129.3526255}",35.632499,129.3526255
505,강남피부과의원,의원,"울산광역시 북구 호계로 332-1, 205호 (신천동, 현대하이플러스상가)","{'lat': 35.6382039, 'lng': 129.3502341}",35.6382039,129.3502341
506,김경원산부인과의원,의원,"울산광역시 북구 호계로 332-1, 2층 (신천동, 현대하이플러스상가)","{'lat': 35.6375973, 'lng': 129.3472322}",35.6375973,129.3472322
507,울산학문외과의원,의원,울산광역시 북구 호계로 374 (신천동),"{'lat': 35.6315903, 'lng': 129.3471775}",35.6315903,129.3471775
508,드림아이의원,의원,"울산광역시 북구 호계매곡1로 31, 상가동 지상1층 105호 (매곡동, 드림인시티 에일린의뜰 1차)","{'lat': 35.6509309, 'lng': 129.367097}",35.6509309,129.367097
509,곽안과의원,의원,"울산광역시 북구 화봉로 58, 402호 (연암동, 신화프라자)","{'lat': 35.587797, 'lng': 129.3653178}",35.587797,129.3653178
510,미비뇨기과의원,의원,울산광역시 북구 화봉로 59 (화봉동),"{'lat': 35.5885731, 'lng': 129.3656289}",35.5885731,129.3656289
511,김현경의원,의원,"울산광역시 북구 화봉로 60, 206호 (연암동)","{'lat': 35.5879118, 'lng': 129.3656882}",35.5879118,129.3656882
512,미즈아이산부인과의원,의원,울산광역시 북구 화봉로 67 (화봉동),"{'lat': 35.588602, 'lng': 129.3662594}",35.588602,129.3662594
513,김유홍내과의원,의원,"울산광역시 북구 화봉로 67, 2층 (화봉동)","{'lat': 35.588602, 'lng': 129.3662594}",35.588602,129.3662594
514,굿모닝이비인후과의원,의원,"울산광역시 북구 화봉로 67, 4층 (화봉동)","{'lat': 35.588602, 'lng': 129.3662594}",35.588602,129.3662594
515,우리가정의학과의원,의원,울산광역시 북구 화봉로 75 (화봉동),"{'lat': 35.5885934, 'lng': 129.3673394}",35.5885934,129.3673394
516,화봉정형외과의원,의원,울산광역시 북구 화봉로 75 (화봉동),"{'lat': 35.5885934, 'lng': 129.3673394}",35.5885934,129.3673394
517,굿닥터연합의원,의원,"울산광역시 북구 화산6길 8, S 타워 2층 (화봉동)","{'lat': 35.6059625, 'lng': 129.3865477}",35.6059625,129.3865477
518,홍찬의소아청소년과의원,의원,"울산광역시 북구 화산6길 8, S 타워 3층 (화봉동)","{'lat': 35.6053436, 'lng': 129.386686}",35.6053436,129.386686
519,이강우소아청소년과의원,의원,"울산광역시 북구 화산중앙로 84, 2층 (화봉동)","{'lat': 35.5941186, 'lng': 129.3660441}",35.5941186,129.3660441
520,성모이비인후과의원,의원,"울산광역시 울주군 범서읍 구영로 100, 3층 302호 (구영프라자)","{'lat': 35.5736314, 'lng': 129.2413723}",35.5736314,129.2413723
521,김성준내과의원,의원,"울산광역시 울주군 범서읍 구영로 100, 4층 401,402호 (구영프라자)","{'lat': 35.5736314, 'lng': 129.2413723}",35.5736314,129.2413723
522,서준영이비인후과의원,의원,"울산광역시 울주군 범서읍 구영로 104, 1층","{'lat': 35.5732164, 'lng': 129.2416703}",35.5732164,129.2416703
523,수미인의원,의원,"울산광역시 울주군 범서읍 구영로 104, 3층","{'lat': 35.5732164, 'lng': 129.2416703}",35.5732164,129.2416703
524,은혜내과의원,의원,"울산광역시 울주군 범서읍 구영로 142, 3층","{'lat': 35.5700749, 'lng': 129.2430295}",35.5700749,129.2430295
525,구영성모안과의원,의원,"울산광역시 울주군 범서읍 구영로 86, 302호 (GM프라자)","{'lat': 35.5748997, 'lng': 129.2408651}",35.5748997,129.2408651
526,구영365소아청소년과의원,의원,"울산광역시 울주군 범서읍 구영로 86, 5층 501호 (지엠프라자)","{'lat': 35.5748997, 'lng': 129.2408651}",35.5748997,129.2408651
527,미라클의원,의원,"울산광역시 울주군 범서읍 구영로 86, 6층 602호 (GM프라자)","{'lat': 35.5748277, 'lng': 129.2409947}",35.5748277,129.2409947
528,강선영산부인과의원,의원,"울산광역시 울주군 범서읍 굴화2길 2, 3층","{'lat': 35.555808, 'lng': 129.2621197}",35.555808,129.2621197
529,열린정형외과의원,의원,"울산광역시 울주군 범서읍 굴화2길 2, 4~5층","{'lat': 35.5553533, 'lng': 129.261516}",35.5553533,129.261516
530,서울산백준호정형외과의원,의원,"울산광역시 울주군 범서읍 울밀로 2822, 2-5층","{'lat': 35.5577326, 'lng': 129.2569129}",35.5577326,129.2569129
531,하나소아청소년과의원,의원,"울산광역시 울주군 범서읍 장검길 10, 3층 (하나소아청소년과의원)","{'lat': 35.5575976, 'lng': 129.2539559}",35.5575976,129.2539559
532,박지현소아청소년과의원,의원,울산광역시 울주군 범서읍 장검길 79 (굴화장검지구7B 3L),"{'lat': 35.5540693, 'lng': 129.2610304}",35.5540693,129.2610304
533,남혜주의원,의원,울산광역시 울주군 범서읍 점촌4길 26,"{'lat': 35.5704658, 'lng': 129.2381485}",35.5704658,129.2381485
534,범서다온의원,의원,"울산광역시 울주군 범서읍 점촌4길 32, 1층","{'lat': 35.5703988, 'lng': 129.2387873}",35.5703988,129.2387873
535,황만근내과의원,의원,"울산광역시 울주군 범서읍 천상길 17, 1층","{'lat': 35.5611538, 'lng': 129.2269432}",35.5611538,129.2269432
536,정희승가정의원,의원,"울산광역시 울주군 범서읍 천상길 2, 3층","{'lat': 35.5610123, 'lng': 129.2245296}",35.5610123,129.2245296
537,연세하얀미의원,의원,"울산광역시 울주군 범서읍 천상중앙길 104, 3층","{'lat': 35.5625188, 'lng': 129.2251912}",35.5625188,129.2251912
538,최정형외과의원,의원,울산광역시 울주군 범서읍 천상중앙길 51,"{'lat': 35.5633718, 'lng': 129.2307305}",35.5633718,129.2307305
